-----NEW TEST-------
frequency:    3.000000 Hz
start time    144172 ms
stop time     147505 ms
Sample Prd    2 ms
Number Cylces 10 
N_sample,fluidInVoltage,fluidOutVoltage,pressureCommanded,pressureError,pressure
763,250,0,490.37,146.37,344
764,250,0,490.82,145.82,345
765,250,0,491.00,145.00,346
766,250,0,490.89,146.89,344
767,250,0,490.49,145.49,345
768,250,0,489.82,141.82,348
769,250,0,488.86,138.86,350
770,250,0,487.61,139.61,348
771,250,0,486.09,138.09,348
772,250,0,484.29,133.29,351
773,250,0,482.22,131.22,351
774,250,0,479.88,124.88,355
775,250,0,477.26,121.26,356
776,250,0,474.39,117.39,357
777,250,0,471.25,111.25,360
778,250,0,467.85,108.85,359
779,250,0,464.21,98.21,366
780,250,0,460.31,94.31,366
781,250,0,456.18,88.18,368
782,250,0,451.81,80.81,371
783,250,0,447.22,75.22,372
784,250,0,442.40,70.40,372
785,250,0,437.36,62.36,375
786,250,0,432.12,60.12,372
787,250,0,426.68,51.68,375
788,250,0,421.04,46.04,375
789,250,0,415.22,38.22,377
790,250,0,409.23,30.23,379
791,250,0,403.06,25.06,378
792,197,0,396.74,19.74,377
793,82,0,390.26,8.26,382
794,26,0,383.65,2.65,381
795,0,40,376.90,-4.10,381
796,0,149,370.03,-14.97,385
797,0,189,363.05,-18.95,382
798,0,250,355.97,-28.03,384
799,0,250,348.79,-34.21,383
800,0,250,341.53,-42.47,384
